r,L,A,Y
2,1,1,0.30053732972865443
2,1,1,1.345350121262374
2,1,1,0.5351461276528553
2,1,2,0.23794866192711603
2,1,3,0.8336750185394338
2,1,1,2.042888055296615
2,1,1,0.8394371002230495
2,1,1,1.5876074095163224
2,1,1,1.284166397974669
2,1,1,1.4005007201405897
2,1,1,0.5510049206310569
2,1,1,1.9917220716541588
2,1,1,2.315111038382077
2,1,2,-0.3138118675830207
2,1,3,-1.7289736755541227
2,1,1,-0.27541398746746815
2,1,1,0.9203925398133938
2,1,1,1.8395694076443054
2,1,1,0.39569258411362174
2,1,1,-0.41709965700672025
2,1,1,-0.5266101356603194
2,1,1,-0.48394670688538777
2,1,1,-1.0173271491214777
2,1,2,-0.21964341497048462
2,1,3,0.179087184211015
3,0,1,-3.03683721741037
3,0,2,-1.930940436120435
3,0,3,-1.2692566677703365
3,0,3,-0.27735333329599465
3,0,3,-1.6011356396651446
3,0,3,0.5859024286084029
3,0,3,-2.2105883239062316
3,0,3,-2.326713747225839
3,0,3,-2.3353585559829693
3,0,3,-0.4179248589157559
3,0,1,-1.0033668338583766
3,0,2,0.19712127231131082
3,0,3,-2.099535901976817
3,0,3,-1.3904061789238402
3,0,3,-1.527200289705799
3,0,3,0.13692228736328382
3,0,3,-3.300781989328307
3,0,3,-0.4711517339378426
3,0,3,-3.0715907499033044
3,0,3,-0.20788232358885383
3,0,1,-2.8459680674705545
3,0,2,0.9888526819562463
3,0,3,0.5275960590568074
3,0,3,1.0678026623825532
3,0,3,0.9515925355403976
3,0,3,-1.1590859442102288
3,0,3,-1.1135070326185408
3,0,3,-0.6877935519966811
3,0,3,-0.5536612398714837
3,0,3,-1.094202448373983
3,0,1,-0.7374751550092176
3,0,2,-1.3478606744595405
3,0,3,0.2937894782742998
3,0,3,-0.35261581163335454
3,0,3,-1.7133649049162956
3,0,3,-2.26880949542187
3,0,3,-1.2056237099190157
3,0,3,-1.493371584218198
3,0,3,0.052998924127929614
3,0,3,-1.1988504655910224
3,0,1,-0.48328173200070235
3,0,2,-0.21680848066227928
3,0,3,-0.6784642662414968
3,0,3,-1.5637472924641431
3,0,3,-0.3002718650655378
3,0,3,0.034201634584892115
3,0,3,-1.9737408979586673
3,0,3,-0.6455821271460902
3,0,3,-1.1231211549595728
3,0,3,-0.906974383296595
3,1,1,1.4415212717217576
3,1,1,1.8279270365439402
3,1,1,1.8114702289755726
3,1,1,0.629340941925555
3,1,1,0.5927153116860175
3,1,1,0.3522437566328901
3,1,1,0.9458313922690115
3,1,1,0.7497670361820329
3,1,2,-0.3903547620771736
3,1,3,2.7300370017503632
3,1,1,2.0806211332931515
3,1,1,0.43554084040532015
3,1,1,-0.2573555887325567
3,1,1,0.5552967664453077
3,1,1,0.3540159754536816
3,1,1,0.29205726824010836
3,1,1,-0.34849004377537285
3,1,1,0.549956182293594
3,1,2,2.121279748060167
3,1,3,-0.4151447389753793
3,1,1,1.2548759532719853
3,1,1,0.07943801312740939
3,1,1,1.48382053754268
3,1,1,0.8689054743118192
3,1,1,1.0390205748362664
3,1,1,0.9784597777599083
3,1,1,3.3435161339634365
3,1,1,0.9611002953094115
3,1,2,1.1676555118211984
3,1,3,1.5302435265018788
3,1,1,1.4421286455802464
3,1,1,1.610143936913025
3,1,1,0.02905541204064732
3,1,1,1.712559898450905
3,1,1,0.9992672433350485
3,1,1,-0.2313000068980775
3,1,1,0.3550304228262344
3,1,1,0.7522878276086142
3,1,2,-0.6157815954625478
3,1,3,1.3986580694519721
3,1,1,2.5607635295432
3,1,1,1.8268332708782236
3,1,1,1.0933130495143737
3,1,1,2.3260044108107327
3,1,1,0.1332156747895492
3,1,1,0.3934756841887519
3,1,1,1.7096951601827437
3,1,1,1.7824794695558501
3,1,2,-0.9688834861676262
3,1,3,-1.334862179494161
4,0,1,-0.8965984419650829
4,0,2,-0.13127263761697547
4,0,3,-0.6592685342252111
4,0,3,-0.6590459984310361
4,0,3,0.1104077064452782
4,0,3,-0.662111136748218
4,0,3,-1.525641917426805
4,0,3,-0.8669078391581377
4,0,3,-1.944406568252962
4,0,3,-0.32931573673344083
4,0,1,-2.2126292710821884
4,0,2,-0.5307749764676066
4,0,3,-1.525923268844719
4,0,3,-0.9739013061432442
4,0,3,-1.9961237759113994
4,0,3,-0.27014445405620535
4,0,3,-1.9939872589185144
4,0,3,-1.6984746564493636
4,0,3,-1.7301926887713595
4,0,3,-0.5150644784924153
4,0,1,-0.8817946680556543
4,0,2,-0.9268719758247708
4,0,3,-0.9626445101714498
4,0,3,-1.3186759609461864
4,0,3,0.2325237932087385
4,0,3,-0.8677800429207804
4,0,3,0.9593369904486788
4,0,3,-1.2000838164054135
4,0,3,-1.1273355238203502
4,0,3,-1.5536854670664342
4,0,1,-0.7252817197747559
4,0,2,-0.06592175978909848
4,0,3,0.6257867989826473
4,0,3,-1.7595965162261047
4,0,3,-1.7164424894012265
4,0,3,0.39582268201024373
4,0,3,-1.760566806635393
4,0,3,-0.7916924248351831
4,0,3,-0.587872847628431
4,0,3,-2.1912133470724564
4,0,1,-0.7125684611304144
4,0,2,1.1894301167141987
4,0,3,-0.40880307035325314
4,0,3,-1.8611229457635992
4,0,3,-0.8364668442140473
4,0,3,-0.1547443305076326
4,0,3,-0.7394277546584169
4,0,3,-1.2528556252644907
4,0,3,0.775740201299729
4,0,3,-0.21147730958231115
4,1,1,-0.025434166423494275
4,1,1,-0.1868482088979131
4,1,1,1.7125185900474338
4,1,1,3.4222173553154946
4,1,1,0.8229907319632973
4,1,1,2.7356806676454912
4,1,1,2.662349454451073
4,1,1,2.6899891740572777
4,1,2,-0.08273686342866238
4,1,3,1.3141708994367405
4,1,1,-0.6159918587011088
4,1,1,-2.2075874706910756
4,1,1,0.32224662409684535
4,1,1,1.050011967286095
4,1,1,2.012988844996364
4,1,1,-0.030676676663676794
4,1,1,1.8004092153376556
4,1,1,0.7287217929916607
4,1,2,-0.11390766337288308
4,1,3,0.011267829532516371
4,1,1,1.1094091443703453
4,1,1,0.7428819873595531
4,1,1,-0.06044412443152547
4,1,1,-0.10436220726892054
4,1,1,1.2614239473875346
4,1,1,0.2981788402465626
4,1,1,1.8738034773079915
4,1,1,-0.10262548451523856
4,1,2,-0.1763909622089752
4,1,3,0.051942195666615176
4,1,1,1.819586239746846
4,1,1,-1.0774509272792923
4,1,1,0.2420360577630647
4,1,1,1.3992850161406143
4,1,1,0.8378098043385415
4,1,1,1.764645195959499
4,1,1,0.12418967128594582
4,1,1,-0.33243176396118956
4,1,2,0.5979034659369532
4,1,3,1.1912412499154241
4,1,1,1.070410997691987
4,1,1,0.1190001430225448
4,1,1,0.3854771746703849
4,1,1,0.7461127576133558
4,1,1,1.655302049673168
4,1,1,2.646985479076712
4,1,1,1.317073238144801
4,1,1,1.7024872760084164
4,1,2,0.35741902557002037
4,1,3,1.159767545043494
5,0,1,-2.252460942343631
5,0,2,1.2202899350432397
5,0,3,-0.5813252639650377
5,0,3,0.4950162344315592
5,0,3,-1.8716208262773872
5,0,3,-2.4312873959784245
5,0,3,-0.5811618752609253
5,0,3,-1.9971546735596797
5,0,3,-0.8397585297915152
5,0,3,-2.144263163175296
5,0,1,-1.9657381416914799
5,0,2,-0.20611795411242603
5,0,3,0.4418692853765478
5,0,3,-1.002265279607119
5,0,3,-1.2065542786907504
5,0,3,-0.5269147144581507
5,0,3,-2.216557043712294
5,0,3,-0.9411287880987207
5,0,3,-3.2836408310113767
5,0,3,-1.2048798794468631
5,0,1,-2.4587722759874087
5,0,2,-0.48386917167653254
5,0,3,-0.49645133937457764
5,0,3,-1.3794021736842819
5,0,3,-2.1471477132025028
5,0,3,-1.2409514433814057
5,0,3,-0.19978106181958466
5,0,3,0.380716329235395
5,0,3,-0.8663871471174511
5,0,3,-1.445467336350441
5,0,1,-0.48603132328701115
5,0,2,-1.2663725987625745
5,0,3,-2.4683915179015035
5,0,3,-1.551606329361089
5,0,3,0.010330745819799647
5,0,3,-0.9347321235306503
5,0,3,0.2387788563243809
5,0,3,-1.970946741259571
5,0,3,-0.612726006080277
5,0,3,-0.7681891240105047
5,0,1,-2.334774443156318
5,0,2,0.10620673222687115
5,0,3,-1.0092413587588418
5,0,3,0.8951495251501873
5,0,3,-1.1276296751703365
5,0,3,-0.7339308588338644
5,0,3,-0.930087613600288
5,0,3,-0.7280111500306731
5,0,3,-2.7770436778567387
5,0,3,-0.5168657878037282
5,1,1,0.7973267566929633
5,1,1,0.28142171411949113
5,1,1,1.6506057512095682
5,1,1,0.13465932399456115
5,1,1,1.2198179654552848
5,1,1,0.2395898930978324
5,1,1,2.9885173102518077
5,1,1,-0.2405710802171479
5,1,2,-0.25531105778160695
5,1,3,2.1092384138356484
5,1,1,0.39876285303976944
5,1,1,-0.9286191660841043
5,1,1,1.645227509208903
5,1,1,0.8539670067529708
5,1,1,-0.05184737212825885
5,1,1,0.2757325665947814
5,1,1,0.2840039980443345
5,1,1,0.7980848657035797
5,1,2,1.100817290018721
5,1,3,1.8141126145011077
5,1,1,0.9456752536137149
5,1,1,1.452593707820915
5,1,1,0.19944021686684354
5,1,1,1.1795640323599992
5,1,1,0.17040054870383559
5,1,1,2.191474696330662
5,1,1,2.278257620610951
5,1,1,0.38327217725862794
5,1,2,1.211742397761224
5,1,3,0.9430744195349018
5,1,1,-2.8112181685882076
5,1,1,1.5962315377005498
5,1,1,1.77071190846317
5,1,1,0.9620538671195039
5,1,1,-0.20124735393484006
5,1,1,0.30146092923355616
5,1,1,0.10138589106062046
5,1,1,1.053370353184842
5,1,2,2.304055171362407
5,1,3,0.28205472260917364
5,1,1,2.528662060424492
5,1,1,1.402983498399188
5,1,1,1.8624464875820657
5,1,1,0.4381855096603584
5,1,1,1.0949277015135028
5,1,1,0.24973463703398224
5,1,1,-0.06450323198072927
5,1,1,1.3786278266269494
5,1,2,-0.8872014335935045
5,1,3,2.6550046544201225
6,0,1,-0.2484740716733539
6,0,2,-1.037975607322502
6,0,3,-3.148849573674884
6,0,3,-1.482762702878842
6,0,3,-1.4186142413293301
6,0,3,-0.19287101081392588
6,0,3,-0.5387893444519927
6,0,3,-0.46526836114686043
6,0,3,1.1944813324245773
6,0,3,-1.2103235028412895
6,0,1,-1.4462256119074324
6,0,2,0.09582998751086533
6,0,3,-0.3379004931213938
6,0,3,-1.8789080367132915
6,0,3,0.9178312232100143
6,0,3,-0.7739045327540521
6,0,3,0.38185337103039974
6,0,3,0.3516085154629578
6,0,3,-0.60014623997604
6,0,3,-0.24475631870735637
6,0,1,-0.8045461602033206
6,0,2,1.0647582405112472
6,0,3,-1.901266871919328
6,0,3,-0.7214568987945351
6,0,3,-1.3872432737858615
6,0,3,-0.6289208247921807
6,0,3,-1.1079997631485152
6,0,3,-0.3795733559960157
6,0,3,-2.470508246542127
6,0,3,-1.5131951566578403
6,0,1,-0.5102823455398137
6,0,2,-1.0733691834154202
6,0,3,-0.9173611037670931
6,0,3,-0.4566408287136713
6,0,3,-1.686923875505101
6,0,3,-0.6131274229935144
6,0,3,0.08129877136297559
6,0,3,0.571077628505559
6,0,3,-0.10099838900271219
6,0,3,-2.371371928085983
6,0,1,0.5874153079541142
6,0,2,-0.6406303771352732
6,0,3,-1.1473669021622483
6,0,3,-0.7440447913919976
6,0,3,-0.21074555041040477
6,0,3,-0.682831283880392
6,0,3,0.045457476099549865
6,0,3,0.2362801042601801
6,0,3,-0.36113848023313655
6,0,3,-0.10207858445609141
6,1,1,1.414818543747505
6,1,1,0.8392560893960683
6,1,1,-0.21791106455799203
6,1,1,1.3047609879795523
6,1,1,1.0893484569253435
6,1,1,0.7312343643671895
6,1,1,0.07495637699926128
6,1,1,1.4521195349511924
6,1,2,0.909474972211034
6,1,3,3.2323111836691076
6,1,1,1.7364496749902187
6,1,1,0.45218244124080076
6,1,1,1.0234377659381462
6,1,1,1.4771435180740211
6,1,1,1.131721126627596
6,1,1,0.8149414827769785
6,1,1,-0.860563829378711
6,1,1,0.31853386923221316
6,1,2,-0.3212121403557501
6,1,3,0.23141938191456202
6,1,1,-0.3532607212969259
6,1,1,1.2054875225270336
6,1,1,0.28526473792259965
6,1,1,0.3121277155920509
6,1,1,1.2505900373977599
6,1,1,1.1676190110159004
6,1,1,0.6893738631943531
6,1,1,0.16527131671802964
6,1,2,-0.5857091247194045
6,1,3,0.10462378294687213
6,1,1,0.8230120539576775
6,1,1,0.9819346461378752
6,1,1,0.2539098162170216
6,1,1,0.693350596141691
6,1,1,1.8045981695395046
6,1,1,-0.5958456786249291
6,1,1,0.35440231053271554
6,1,1,0.2302604892060971
6,1,2,-0.19486043402342826
6,1,3,1.774274718136403
6,1,1,0.2713335093059416
6,1,1,3.3839211324115435
6,1,1,-0.025141310773483916
6,1,1,2.3289663929166577
6,1,1,1.9979105786444733
6,1,1,-0.04639728769954177
6,1,1,1.566353086367134
6,1,1,0.8514959686206287
6,1,2,0.5162083315497423
6,1,3,-0.2785647902071444
7,0,1,-2.4344792465905067
7,0,2,1.6067579797412472
7,0,3,-0.7937191186010001
7,0,3,-0.04822994608750386
7,0,3,-0.8530824780003734
7,0,3,-0.6882853975618695
7,0,3,-0.6871176366255749
7,0,3,-2.1647498263037352
7,0,3,-1.856612615927968
7,0,3,0.37821061608471607
7,0,1,-2.0420567309660997
7,0,2,-0.8759684306377967
7,0,3,-2.018126377805398
7,0,3,-0.23665953493840663
7,0,3,-1.2463186460816744
7,0,3,-1.5442046676399
7,0,3,-0.4727027493618924
7,0,3,0.31391316670727787
7,0,3,-0.7625801623684236
7,0,3,0.7620325923167925
7,0,1,-0.7866277909434116
7,0,2,1.9394647498130468
7,0,3,-0.9166107796753131
7,0,3,-3.26284118590431
7,0,3,-0.387487954358831
7,0,3,-1.5471765659352221
7,0,3,-2.469366529453906
7,0,3,-1.088035742628545
7,0,3,0.08100483658012059
7,0,3,-0.02120191050968967
7,0,1,0.9784034140495717
7,0,2,-0.002384378366020601
7,0,3,0.849941366080645
7,0,3,-1.5788859399662243
7,0,3,-1.5364305289425086
7,0,3,-2.9418266663575743
7,0,3,-0.36748399907764806
7,0,3,-1.2829971366036161
7,0,3,-1.9076928887276534
7,0,3,0.3324965866392291
7,0,1,-1.7476357281534716
7,0,2,-2.209156226251134
7,0,3,-1.1782774047589408
7,0,3,-0.33460063466686474
7,0,3,-0.013039762566597668
7,0,3,-1.2891569911054608
7,0,3,-0.4196290707208281
7,0,3,-2.391964814378517
7,0,3,-1.1497711941600903
7,0,3,-2.16678073929317
7,1,1,-0.6015341709341162
7,1,1,0.06593239136189266
7,1,1,-0.5241638388007079
7,1,1,-0.8715251058611961
7,1,1,0.15226522553161104
7,1,1,0.6740606431293579
7,1,1,1.7063034834951343
7,1,1,0.4884484033109723
7,1,2,-0.7615739613908744
7,1,3,2.3144179127698963
7,1,1,-0.8856223556697462
7,1,1,1.7981449390438424
7,1,1,1.1197919035793722
7,1,1,1.0877393822756967
7,1,1,1.71589509088229
7,1,1,0.2626762294963092
7,1,1,0.9391847062203643
7,1,1,2.043848235591434
7,1,2,-1.5321550069256524
7,1,3,1.5367909369459203
7,1,1,0.3923429950869908
7,1,1,1.9397550322493768
7,1,1,0.980517582253945
7,1,1,1.3135823887392863
7,1,1,-0.7265648575940535
7,1,1,4.04064530612932
7,1,1,1.9395417713772751
7,1,1,0.9962496869413845
7,1,2,0.04713761365913576
7,1,3,2.4797378940127492
7,1,1,-0.15733863546361104
7,1,1,-1.2567809627399655
7,1,1,1.204654816294271
7,1,1,0.191856651487202
7,1,1,0.9536797024473844
7,1,1,0.8226501567549254
7,1,1,1.4889559142176094
7,1,1,1.1406210567404425
7,1,2,-1.3943156310172597
7,1,3,-0.17273293852734795
7,1,1,0.7224381004191536
7,1,1,1.1057376535896806
7,1,1,0.44179617173399544
7,1,1,0.5981211932324875
7,1,1,2.250688592665711
7,1,1,-0.5526878299542404
7,1,1,0.7270815641716231
7,1,1,3.5413781959730954
7,1,2,0.33409450071692226
7,1,3,1.4756753827213716
8,0,1,-0.8498291409455271
8,0,2,-0.5881706891587465
8,0,3,-2.3010443137947068
8,0,3,-0.1934843944099569
8,0,3,0.21109132776022288
8,0,3,-2.0657624162137154
8,0,3,0.2690984056608763
8,0,3,-1.4327780267783825
8,0,3,-1.0893240137574407
8,0,3,-0.06281849750878954
8,0,1,-0.9719322724693605
8,0,2,-0.3001516410161215
8,0,3,1.011610152297417
8,0,3,-2.2157457973152965
8,0,3,-1.9964467970257465
8,0,3,-2.1728888538639524
8,0,3,-1.3514152953772682
8,0,3,-2.207278087466991
8,0,3,-0.2703914872957982
8,0,3,0.9017779309160308
8,0,1,-0.590313329720245
8,0,2,-2.1107029205376397
8,0,3,-1.3500228629278301
8,0,3,-0.5933427957437671
8,0,3,0.1406140723781506
8,0,3,0.26695845997918344
8,0,3,-3.0108269913622263
8,0,3,-0.023420963564138142
8,0,3,-1.5392626090451933
8,0,3,-2.6884061781397715
8,0,1,-3.361883856224993
8,0,2,-0.7447593837620551
8,0,3,-0.7709896377835364
8,0,3,0.44570594525955687
8,0,3,-1.9477226564756809
8,0,3,-0.9664727636194083
8,0,3,-1.2635055699982312
8,0,3,-1.0085103375451372
8,0,3,0.28198056121709136
8,0,3,-1.0378156870343977
8,0,1,-2.5449348491992234
8,0,2,-0.6540649576497727
8,0,3,-0.19953652243278108
8,0,3,-0.38606666782678734
8,0,3,-1.2286703868623976
8,0,3,0.29491250701624794
8,0,3,0.5546869830888346
8,0,3,-0.8524955738489715
8,0,3,-0.1093412527436658
8,0,3,0.01665178625437158
8,1,1,1.3505228553177537
8,1,1,0.7877170844674369
8,1,1,1.9701094213573267
8,1,1,2.142270944207451
8,1,1,2.8323831578482004
8,1,1,0.6158586392490282
8,1,1,2.7963946107682744
8,1,1,0.3637314896968319
8,1,2,0.3966351875303396
8,1,3,0.916817628015575
8,1,1,2.6585390022963424
8,1,1,1.4258370509313663
8,1,1,1.0849181587117953
8,1,1,0.6271758101365035
8,1,1,2.03132797727253
8,1,1,1.4106215510746036
8,1,1,0.09935099668369862
8,1,1,1.9293035549313253
8,1,2,-1.588689810016789
8,1,3,2.0587264420234495
8,1,1,0.4686323230898327
8,1,1,1.0003935354385112
8,1,1,0.5530660790282749
8,1,1,0.4295608694357653
8,1,1,0.440518582100935
8,1,1,0.6554900994935398
8,1,1,-0.14940402153722165
8,1,1,0.06914102469963279
8,1,2,0.5736782374948778
8,1,3,1.3168028441017208
8,1,1,1.282206666799411
8,1,1,-0.3322968218716782
8,1,1,1.6974728982529865
8,1,1,0.8547266119689793
8,1,1,-0.565292327926358
8,1,1,0.6318451827008941
8,1,1,1.7316376375296463
8,1,1,-1.492706941703604
8,1,2,0.5027375177801807
8,1,3,1.712114252746478
8,1,1,1.264006572331271
8,1,1,2.0802288236914546
8,1,1,0.7784873531675656
8,1,1,-0.357479445997517
8,1,1,3.764285946332803
8,1,1,1.138117022060995
8,1,1,1.53809680086888
8,1,1,2.573747378492
8,1,2,0.19955949466020964
8,1,3,1.5839765554861063
9,0,1,0.13082604047725055
9,0,2,1.8685290733288014
9,0,3,-1.5937797143911459
9,0,3,-2.5091433286076024
9,0,3,-0.8606944918265084
9,0,3,0.4504224864955968
9,0,3,-0.6421197540077956
9,0,3,0.18442756330368693
9,0,3,-0.5705397875091591
9,0,3,-1.9748308356153406
9,0,1,-2.6547878344119686
9,0,2,1.227519644640226
9,0,3,-0.2951049287233761
9,0,3,-0.46435101937157275
9,0,3,-1.201319703300165
9,0,3,-1.4763771323364019
9,0,3,-1.5487186311893253
9,0,3,-0.7826886463679137
9,0,3,-0.7413401518782754
9,0,3,-1.4885806679038471
9,0,1,-1.7828355748325828
9,0,2,0.6845034430142519
9,0,3,-0.4185504860161149
9,0,3,-1.380589477637682
9,0,3,0.5441179749271701
9,0,3,-0.26303334485706076
9,0,3,-3.8593170649637294
9,0,3,-0.20978362115160165
9,0,3,0.49404603955880133
9,0,3,-3.171114696633852
9,0,1,-1.3209543792651894
9,0,2,-0.9653023864939163
9,0,3,-2.8190932452600803
9,0,3,-0.5269232827075169
9,0,3,-2.9200988673247705
9,0,3,-1.106858364176377
9,0,3,0.33367464661590374
9,0,3,-0.7826703812415583
9,0,3,-0.9630484219926801
9,0,3,-0.3093016833399329
9,0,1,-0.8792920165699925
9,0,2,0.6862456042907347
9,0,3,-0.9641933892945652
9,0,3,-0.3608102154484141
9,0,3,-1.6749641656918466
9,0,3,-0.7198445598885179
9,0,3,-0.28523506898022544
9,0,3,-0.0738666327679689
9,0,3,-1.5612140174898579
9,0,3,-1.2560764265910955
9,1,1,1.8103443696782986
9,1,1,0.1324374996690546
9,1,1,1.6431928842577301
9,1,1,-0.5908694334932199
9,1,1,2.100637114976564
9,1,1,1.174419057032608
9,1,1,1.136314963741825
9,1,1,1.3803712740147902
9,1,2,-0.12876944281711517
9,1,3,1.6312484125235542
9,1,1,0.7723400775785043
9,1,1,2.772990154766023
9,1,1,0.8239442013782259
9,1,1,3.649534599087106
9,1,1,0.26076077113926055
9,1,1,1.4601553247209242
9,1,1,0.37927417965084465
9,1,1,0.8950696515777753
9,1,2,0.9469554653751354
9,1,3,1.1002647404642785
9,1,1,1.6323461652216065
9,1,1,-0.5189071686635751
9,1,1,1.8270329044330063
9,1,1,0.018536601788926688
9,1,1,2.5489908976550923
9,1,1,0.438269935559351
9,1,1,2.424551576240003
9,1,1,2.339820684724404
9,1,2,-0.6246391837635101
9,1,3,1.1213766162775476
9,1,1,0.4010563967800198
9,1,1,1.0186606844686437
9,1,1,0.4448925956092117
9,1,1,0.2641603788225132
9,1,1,1.4387929575989147
9,1,1,0.18933048939630592
9,1,1,0.6949093859228048
9,1,1,0.8610758531946192
9,1,2,-0.5438899454178122
9,1,3,1.0105245164333356
9,1,1,1.5350931963195271
9,1,1,1.5605494203410917
9,1,1,1.4327317476060906
9,1,1,2.2223066747904525
9,1,1,1.2301179350829545
9,1,1,1.1615477209380356
9,1,1,-0.30347383993654065
9,1,1,1.8869784994955374
9,1,2,0.6612237942972415
9,1,3,-0.3135745105148753
10,0,1,-2.4042779348883228
10,0,2,-0.14979584392252698
10,0,3,-0.07420974749082665
10,0,3,-2.9437598235113915
10,0,3,-0.9689884371116471
10,0,3,-0.9332317665175591
10,0,3,-1.1011828984221694
10,0,3,-0.409551959625137
10,0,3,-1.1647252835458968
10,0,3,-1.0210790155830478
10,0,1,-1.7998760164490861
10,0,2,0.6968939413080235
10,0,3,-2.355368660276466
